16.855263	48	2.847775	0.351151
9.350365	127	13.582358	0.073625
10.586777	117	11.051522	0.090485
10.414634	165	15.843091	0.063119
9.419118	86	9.130367	0.109525
8.427632	74	8.780640	0.113887
5.497854	67	12.186573	0.082058
20.333333	101	4.967213	0.201320
8.958042	82	9.153786	0.109244
10.500000	171	16.285714	0.061404
10.855932	68	6.263856	0.159646
9.631579	119	12.355191	0.080938
8.211538	100	12.177986	0.082115
7.907407	121	15.302108	0.065350
6.637306	72	10.847775	0.092185
19.707692	56	2.841530	0.351923
10.586777	133	12.562842	0.079600
9.350365	118	12.619828	0.079240
10.414634	170	16.323185	0.061263
6.961957	73	10.485558	0.095369
7.362069	54	7.334895	0.136335
7.907407	169	21.372365	0.046789
10.675000	127	11.896956	0.084055
11.861111	139	11.718970	0.085332
10.166667	172	16.918033	0.059109
7.956522	79	9.928962	0.100715
5.643172	72	12.758782	0.078377
18.838235	109	5.786105	0.172828
13.923913	14	1.005464	0.994565
10.855932	96	8.843091	0.113083
13.206186	232	17.567525	0.056923
10.248000	187	18.247463	0.054802
10.586777	175	16.530055	0.060496
10.166667	116	11.409836	0.087644
7.404624	116	15.665886	0.063833
6.071090	79	13.012490	0.076849
13.484211	48	3.559719	0.280921
14.076923	4	0.284153	3.519231
12.084906	113	9.350507	0.106946
10.248000	16	1.561280	0.640500
10.675000	197	18.454333	0.054188
7.362069	139	18.880562	0.052965
4.889313	85	17.384856	0.057521
20.661290	157	7.598751	0.131601
16.215190	37	2.281811	0.438248
9.930233	121	12.185012	0.082068
10.586777	208	19.647151	0.050898
10.330645	94	9.099141	0.109900
9.853846	26	2.638564	0.378994
8.427632	164	19.459797	0.051388
10.166667	219	21.540984	0.046423
9.631579	14	1.453552	0.687970
20.333333	151	7.426230	0.134658
14.233333	62	4.355972	0.229570
14.076923	40	2.841530	0.351923
11.540541	14	1.213115	0.824324
11.043103	199	18.020297	0.055493
9.150000	115	12.568306	0.079565
7.763636	148	19.063232	0.052457
10.500000	13	1.238095	0.807692
11.645455	18	1.545667	0.646970
9.215827	151	16.384856	0.061032
10.007812	197	19.684621	0.050801
8.006250	100	12.490242	0.080062
15.433735	113	7.321624	0.136582
19.707692	164	8.321624	0.120169
10.764706	13	1.207650	0.828054
8.834483	120	13.583138	0.073621
12.084906	108	8.936768	0.111897
9.631579	196	20.349727	0.049141
12.084906	15	1.241218	0.805660
10.086614	94	9.319282	0.107304
9.021127	224	24.830601	0.040273
17.547945	259	14.759563	0.067753
13.071429	18	1.377049	0.726190
15.814815	119	7.524590	0.132898
13.206186	27	2.044496	0.489118
10.948718	47	4.292740	0.232951
11.971963	19	1.587041	0.630103
13.071429	7	0.535519	1.867347
11.971963	110	9.188134	0.108836
7.320000	146	19.945355	0.050137
